City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,oberstdorf,47.4,10.2833,288.51,96,100,0.89,DE,1719792159
362,dalandzadgad,43.5708,104.425,293.12,42,26,1.09,MN,1719792027
363,kloulklubed,7.0419,134.2556,300.21,83,100,5.47,PW,1719792162
364,sao joao da barra,-21.6403,-41.0511,293.64,75,100,4.47,BR,1719792163
365,mejit,10.2753,170.8646,301.16,79,77,7.01,MH,1719792165
366,vallenar,-28.5708,-70.7581,291.92,25,0,0.06,CL,1719792167
367,timmins,48.4669,-81.3331,289.83,61,3,1.83,CA,1719792168
368,san antonio de pale,-1.4014,5.6325,296.62,82,96,6.16,GQ,1719792170
369,jaigaon,26.8477,89.3756,299.45,93,99,1.21,IN,1719792063
370,hotan,37.0997,79.9269,298.71,29,35,2.66,CN,1719792172
371,santa maria do suacui,-18.1903,-42.4142,292.16,60,3,0.71,BR,1719792174
372,kolonia,50.9333,6.95,290.53,89,75,2.06,DE,1719792030
373,tanumah,27.1,44.1333,304.77,12,18,3.76,SA,1719792177
374,port saint john's,-31.6229,29.5448,292.48,54,15,1.99,ZA,1719792181
375,grenville,12.1167,-61.6167,300.93,83,24,8.06,GD,1719792183
376,nizhneudinsk,54.9076,99.0276,298.04,54,34,1.73,RU,1719792184
377,moultonborough,43.7548,-71.3967,298.01,79,53,0.45,US,1719792186
378,pijao,4.3342,-75.7035,289.92,96,79,1.46,CO,1719792188
379,tibanbang,6.6315,126.1055,299.39,83,100,0.72,PH,1719792190
380,nyazepetrovsk,56.0531,59.6028,283.7,89,43,7.15,RU,1719792193
381,rongelap,11.1635,166.8941,301.53,73,70,9.28,MH,1719792195
382,yeppoon,-23.1333,150.7333,295.51,69,12,0.69,AU,1719792031
383,carnot,4.9409,15.8665,296.31,78,81,1.2,CF,1719792198
384,punta del este,-34.9667,-54.95,283.13,65,18,7.15,UY,1719792200
385,ried im innkreis,48.2112,13.4886,291.95,86,96,0.89,AT,1719792202
386,reggane,26.7158,0.1714,312.14,7,3,4.42,DZ,1719792203
387,franca,-20.5386,-47.4008,291.98,56,67,1.87,BR,1719792205
388,laguna,38.421,-121.4238,310.79,26,0,5.14,US,1719792206
389,yaren,-0.5472,166.916,301.92,72,17,5.94,NR,1719792208
390,quepos,9.4236,-84.1652,299.6,89,44,0.94,CR,1719792209
391,ishigaki,24.3448,124.1572,304.22,79,75,7.2,JP,1719791935
392,alaghsas,17.0187,8.0168,305.33,33,100,4.12,NE,1719792212
393,mata-utu,-13.2816,-176.1745,300.52,80,48,7.86,WF,1719792214
394,tete,-16.1564,33.5867,292.0,65,20,1.3,MZ,1719792218
395,khandyga,62.6667,135.6,291.59,59,100,1.86,RU,1719792219
396,fauske,67.2588,15.3918,287.17,72,87,1.61,NO,1719792221
397,simplicio mendes,-7.8539,-41.9103,297.28,40,91,2.13,BR,1719792222
398,pingliang,35.5392,106.6861,292.94,53,59,2.72,CN,1719792078
399,trairi,-3.2778,-39.2689,298.81,77,18,4.92,BR,1719792225
400,coquimbo,-29.9533,-71.3436,288.91,67,0,0.87,CL,1719792227
401,mar del plata,-38.0023,-57.5575,285.42,57,99,4.47,AR,1719792229
402,mandal,25.45,74.5667,299.67,81,100,4.48,IN,1719792230
403,callaway,30.153,-85.5699,302.18,84,40,5.14,US,1719792232
404,inarajan village,13.2736,144.7484,302.69,91,70,5.53,GU,1719792233
405,nossa senhora da gloria,-10.2183,-37.4203,292.64,95,32,2.57,BR,1719792235
406,novotroitsk,51.203,58.3266,285.4,79,100,4.36,RU,1719792235
407,tambopata,-12.7333,-69.1833,290.07,84,73,0.8,PE,1719792238
408,champoton,19.35,-90.7167,303.2,66,91,4.77,MX,1719792239
409,yuzhno-kurilsk,44.0306,145.8556,286.75,99,100,6.65,RU,1719792241
410,takoradi,4.8845,-1.7554,297.53,92,100,3.14,GH,1719792216
411,sakaraha,-22.9,44.5333,286.14,86,0,0.4,MG,1719792244
412,gamba,-2.65,10.0,293.71,96,22,1.83,GA,1719792245
413,caconda,-13.7333,15.0667,284.98,52,0,0.97,AO,1719792247
414,apostolove,47.66,33.7137,294.33,43,0,2.08,UA,1719792252
415,troitskoye,52.9821,84.6757,292.95,92,100,1.72,RU,1719792254
416,corn island,12.1694,-83.0418,301.96,81,28,6.25,NI,1719792256
417,morris,40.8334,-74.5329,296.62,92,75,1.54,US,1719792258
418,novopskov,49.5464,39.0899,292.76,74,15,0.71,UA,1719792259
419,egilsstadir,65.2653,-14.3948,285.29,89,86,7.27,IS,1719792261
420,ortakoy,38.7373,34.0387,286.29,75,0,2.17,TR,1719792262
421,copiapo,-27.3667,-70.3333,287.83,44,0,0.09,CL,1719792264
422,manado,1.487,124.8455,299.58,94,40,1.03,ID,1719792075
423,sechura,-5.5569,-80.8222,293.87,69,13,6.63,PE,1719792268
424,codrington,-38.2667,141.9667,282.94,70,100,3.72,AU,1719792270
425,cartagena,10.3997,-75.5144,301.94,84,20,4.12,CO,1719792271
426,priob'ye,62.5206,65.5964,286.57,82,95,5.01,RU,1719792273
427,graaff-reinet,-32.2522,24.5308,284.22,83,61,0.97,ZA,1719792274
428,santa marta,11.2408,-74.199,304.18,71,40,6.26,CO,1719792276
429,jacksonville,30.3322,-81.6556,303.76,77,100,8.23,US,1719792278
430,thief river falls,48.1191,-96.1812,295.68,37,0,4.63,US,1719792281
431,benemerito de las americas,16.5167,-90.6439,298.61,95,94,0.73,MX,1719792282
432,ryotsu-minato,38.0833,138.4333,296.04,89,98,4.64,JP,1719792083
433,pointe-noire,-4.7761,11.8635,294.19,100,75,0.51,CG,1719792285
434,sisimiut,66.9395,-53.6735,276.43,98,100,2.91,GL,1719792287
435,el charco,2.4769,-78.1105,297.86,94,100,1.81,CO,1719792288
436,archangelos,36.2149,28.1149,299.14,56,0,2.54,GR,1719792290
437,ridgecrest,35.6225,-117.6709,312.4,9,0,8.75,US,1719792291
438,necochea,-38.5473,-58.7368,283.06,49,77,8.92,AR,1719792293
439,gao,16.6362,1.637,307.72,32,91,4.83,ML,1719792295
440,barabai,-2.5833,115.3833,297.78,93,89,0.35,ID,1719792296
441,mezhdurechensk,53.6942,88.0603,291.87,96,82,1.22,RU,1719792180
442,floro,61.5996,5.0328,284.19,93,100,6.17,NO,1719792299
443,lagunas,-5.2269,-75.6753,298.06,86,55,0.5,PE,1719792301
444,tananger,58.9333,5.6,286.43,72,100,3.09,NO,1719792302
445,laojunmiao,39.8333,97.7333,291.37,44,1,4.58,CN,1719792304
446,oleksandriys'ke,48.6077,32.9835,293.73,53,10,1.12,UA,1719792305
447,imbituba,-28.24,-48.6703,281.1,70,0,1.3,BR,1719792307
448,kayangel,8.0823,134.7173,299.87,83,100,5.41,PW,1719792309
449,zakynthos,37.7914,20.8953,299.62,82,0,1.78,GR,1719792156
450,ca mau,9.1769,105.15,300.09,85,92,1.88,VN,1719792021
451,zaozersk,69.4005,32.4476,282.15,97,99,1.91,RU,1719792313
452,portland,45.5234,-122.6762,300.0,51,100,2.06,US,1719792315
453,burang,30.25,81.1667,284.87,75,50,1.05,CN,1719792316
454,ratnagiri,16.9833,73.3,300.82,84,100,6.8,IN,1719792318
455,ankazoabo,-22.2833,44.5167,286.79,73,0,2.81,MG,1719792320
456,naivasha,-0.7167,36.4359,287.1,92,4,1.47,KE,1719792321
457,geraldton,-28.7667,114.6,284.38,87,0,3.6,AU,1719792323
458,al buraymi,24.2509,55.7931,304.83,45,0,1.54,OM,1719792325
459,sumbe,-11.2061,13.8437,293.66,92,37,3.0,AO,1719792309
460,gadzhiyevo,69.2551,33.3362,282.18,94,100,1.99,RU,1719792328
461,togur,58.3631,82.8265,289.37,85,3,1.5,RU,1719792329
462,brokopondo,4.75,-55.1667,299.92,80,68,3.59,SR,1719792331
463,luanco,43.6152,-5.7934,289.58,89,0,0.45,ES,1719792333
464,poyarkovo,49.6,128.6833,293.5,51,6,2.93,RU,1719792334
465,taksimo,56.3444,114.8794,299.87,47,51,0.07,RU,1719792336
466,kirakira,-10.4544,161.9205,300.95,80,75,5.19,SB,1719792337
467,kyaikkami,16.08,97.5675,299.03,88,100,3.83,MM,1719792339
468,koksan,38.7819,126.6664,297.3,78,47,1.36,KP,1719792340
469,kota kinabalu,5.9749,116.0724,298.14,94,20,3.09,MY,1719792025
470,cabo san lucas,22.8909,-109.9124,306.32,37,0,1.54,MX,1719792343
471,ligny-en-barrois,48.6886,5.3254,288.81,96,32,3.19,FR,1719792344
472,klina,42.6217,20.5778,295.12,76,0,0.49,XK,1719792348
473,mogok,22.9167,96.5,292.18,98,100,2.08,MM,1719792349
474,palikir - national government center,6.9248,158.1611,302.62,79,75,3.6,FM,1719792352
475,changuinola,9.4333,-82.5167,297.56,75,7,1.34,PA,1719792353
476,zabol,32.25,67.25,296.32,45,0,3.21,AF,1719792355
477,cabeza del buey,38.7223,-5.2195,292.88,58,67,3.27,ES,1719792356
478,luorong,24.4058,109.6086,299.6,92,100,3.14,CN,1719792358
479,veraval,20.9,70.3667,300.63,89,100,8.76,IN,1719792359
480,hadibu,12.65,54.0333,299.71,79,97,9.93,YE,1719792361
481,afaahiti,-17.75,-149.2833,301.08,77,19,9.57,PF,1719792362
482,gejiu,23.306,103.1635,289.26,93,98,2.07,CN,1719792308
483,saint croix,17.7397,-64.7388,301.4,80,0,5.14,VI,1719792365
484,rabaul,-4.1967,152.1721,302.32,70,96,5.95,PG,1719792367
485,grand falls-windsor,48.9332,-55.6649,288.99,85,100,0.45,CA,1719792368
486,erenhot,43.6475,111.9767,293.2,58,54,5.13,CN,1719792370
487,turochak,52.2576,87.1224,290.61,95,90,0.85,RU,1719792371
488,la gi,10.6667,107.7833,299.93,86,99,2.94,VN,1719792342
489,ponta delgada,37.7333,-25.6667,293.55,77,40,4.12,PT,1719792161
490,kodinsk,58.6881,99.1844,297.97,49,43,1.44,RU,1719792376
491,santa vitoria do palmar,-33.5189,-53.3681,278.99,77,4,4.37,BR,1719792379
492,alo,7.4178,6.7371,296.73,95,67,1.13,NG,1719792381
493,kem',64.9555,34.5793,288.13,58,100,2.38,RU,1719792385
494,nadi,-17.8,177.4167,302.15,48,20,5.14,FJ,1719792386
495,mount gambier,-37.8333,140.7667,282.3,74,100,1.42,AU,1719792312
496,lubang,13.8584,120.124,302.31,76,94,5.61,PH,1719792390
497,stara zagora,42.4328,25.6419,292.9,62,0,1.74,BG,1719792180
498,hammerfest,70.6634,23.6821,284.4,82,100,1.03,NO,1719792393
499,esfarayen,37.0765,57.5101,292.35,56,9,3.25,IR,1719792394
500,neka,36.6508,53.299,292.88,94,75,2.06,IR,1719792396
501,hastings,50.8552,0.5729,288.37,82,97,2.88,GB,1719792397
502,isangel,-19.55,169.2667,298.26,56,19,6.04,VU,1719792399
503,san juan,-31.5375,-68.5364,286.26,22,1,2.81,AR,1719792202
504,bodo,67.28,14.405,287.17,72,100,5.14,NO,1719792402
505,mbandaka,0.0487,18.2603,295.75,57,91,1.1,CD,1719792403
506,zyryanskoye,56.8306,86.6258,291.19,78,88,1.49,RU,1719792405
507,plettenberg bay,-34.0527,23.3716,286.76,90,100,1.27,ZA,1719792406
508,kidal,18.4411,1.4078,307.35,33,56,5.36,ML,1719792408
509,severnoye,56.3491,78.3619,290.37,89,54,1.67,RU,1719792409
510,kostomuksha,64.571,30.5767,287.23,72,100,3.94,RU,1719792282
511,nieuw amsterdam,5.8833,-55.0833,301.24,89,70,3.07,SR,1719792412
512,tangalle,6.024,80.7911,298.62,90,94,3.37,LK,1719792304
513,santa ana,33.7456,-117.8678,308.74,48,20,6.17,US,1719792415
514,san patricio,28.017,-97.5169,305.84,62,4,6.79,US,1719792416
515,ambon,-3.6954,128.1814,299.23,89,40,3.09,ID,1719792418
516,naze,28.3667,129.4833,300.56,82,100,6.41,JP,1719792240
517,perry,37.2506,-83.1999,299.25,94,8,1.81,US,1719792421
518,okoneshnikovo,54.8377,75.0834,291.63,74,92,0.86,RU,1719792422
519,puerto deseado,-47.7503,-65.8938,275.31,76,18,6.96,AR,1719792424
520,chayan,43.0297,69.3772,293.8,50,80,1.3,KZ,1719792425
521,fenoarivo atsinanana,-17.3667,49.4167,292.6,89,87,2.85,MG,1719792427
522,smithers,54.7804,-127.1743,291.33,59,100,2.06,CA,1719792428
523,miracema do tocantins,-9.5618,-48.3967,300.15,36,17,1.11,BR,1719792429
524,arfoud,31.4348,-4.2375,305.12,10,0,3.26,MA,1719792431
525,conde,-7.2597,-34.9075,296.85,94,0,1.54,BR,1719792433
526,mahdia,35.5047,11.0622,300.12,73,3,5.4,TN,1719792235
527,ringkobing,56.0901,8.244,288.14,72,100,3.6,DK,1719792437
528,labytnangi,66.6572,66.4183,280.34,63,36,4.02,RU,1719792439
529,murun-kuren,49.6342,100.1625,293.78,42,100,1.08,MN,1719792440
530,urengoy,65.9667,78.3667,284.44,88,100,6.92,RU,1719792442
531,i-n-salah,27.1935,2.4607,310.29,9,63,4.14,DZ,1719792444
532,nizhnesortymskiy,62.4397,71.7603,287.46,63,100,6.22,RU,1719792445
533,arica,-18.475,-70.3042,288.28,82,100,4.12,CL,1719792447
534,tiznit,29.5833,-9.5,293.88,59,0,0.66,MA,1719792448
535,haiku-pauwela,20.9219,-156.3051,301.05,74,2,1.79,US,1719792450
536,palamas,39.4667,22.0833,295.05,39,0,0.15,GR,1719792452
537,bongaree,-27.0797,153.1586,293.16,73,100,3.37,AU,1719792455
538,hilo,19.7297,-155.09,302.0,75,40,4.63,US,1719792396
539,axim,4.8699,-2.2405,297.57,92,100,3.1,GH,1719792458
540,cabedelo,-6.9811,-34.8339,297.52,77,34,4.81,BR,1719792459
541,berezovyy,51.6667,135.7,296.6,38,4,1.56,RU,1719792461
542,campbell river,50.0163,-125.2446,295.15,59,84,2.19,CA,1719792462
543,nadym,65.5333,72.5167,279.55,84,95,10.34,RU,1719792253
544,greenville,35.6127,-77.3663,301.16,91,75,4.12,US,1719792465
545,taltal,-25.4,-70.4833,290.05,66,19,2.26,CL,1719792467
546,gordonvale,-17.0936,145.7842,299.21,90,68,2.76,AU,1719792468
547,margate,51.3813,1.3862,289.09,67,93,2.36,GB,1719792272
548,duluth,46.7833,-92.1066,295.47,42,0,4.12,US,1719792471
549,touros,-5.1989,-35.4608,297.54,82,63,4.98,BR,1719792473
550,berdigestyakh,62.0989,126.6992,295.87,48,20,3.6,RU,1719792474
551,bahia de caraquez,-0.6,-80.4167,298.25,85,88,3.6,EC,1719792476
552,guatrache,-37.6678,-63.5302,284.38,37,98,4.31,AR,1719792477
553,kaitong,44.8135,123.15,294.58,47,6,4.74,CN,1719792479
554,woolgoolga,-30.1106,153.2007,288.73,75,100,6.78,AU,1719792480
555,kili,5.6439,169.1211,301.22,73,56,3.3,MH,1719792482
556,akureyri,65.6835,-18.0878,289.53,76,47,5.87,IS,1719792483
557,tayshet,55.9342,98.0044,295.43,76,99,4.35,RU,1719792486
558,puerto real,36.5282,-6.1901,294.24,83,0,5.14,ES,1719792488
559,progreso,21.2833,-89.6667,306.21,90,100,7.74,MX,1719792489
560,mayahi,13.9553,7.6712,306.99,38,87,5.03,NE,1719792491
561,raja,8.4596,25.678,295.91,76,78,2.3,SS,1719792492
562,najran,17.4924,44.1277,303.51,45,81,3.4,SA,1719792494
